ean,codigo_interno_coope
7790070036179,714935
7790070036032,713426
7790360967794,707594
7790360967824,707432
7790360026590,706050
7790670050728,250092
7790670050667,250099
7790670050612,250095
7790360026606,252663
7790670052371,714711
7790360967701,706994
7790670050674,250093
7790670050780,253706
7790360966841,928496
7790360026682,713099
7790670052289,713339
7790360967404,706462
7790670052265,712776
7790670050605,250098
7790070036261,710724
7790670051312,710321
7790670051329,710319
7790070035950,713315
7792180142122,714863
7790670051336,710320
7790070034410,713419
7790360967558,706581
7790070036148,713319
7891515547059,710745
7891515571351,712158
7790360971135,709637
7790079019692,225572
7790079020773,705661
7797906054819,714421
7797906054864,714422
7790070036278,233708
7790070036292,233702
7790070036308,233701
7797906000700,703502
7891515547066,710607
7797906054857,715177
7790070036384,752738
7797906054833,714420
7790070036391,153828
7790079021459,706991
7790272001029,106844
7790070012050,874906
7790070036414,707529
7792180001665,920550
7792180001641,100006
7790272001005,102114
7790070231420,323122
7790272000794,227075
7790070265142,298951
7790060234868,112752
7798080520077,135571
7790070231833,285026
7790199603757,284737
7798080521685,272476
7798080521760,269124
7798080520534,280587
7798080521678,272478
7790199603054,279596
7798080521692,272480
7792070054351,294818
7792070001133,152236
7790199603030,279594
7798080521739,269118
7790139000448,274473
7790139003418,437996
7790139101466,290582
7790139101640,296275
7790139004941,288825
7790150564844,288895
7790139101763,296274
7790150570180,286088
7790150435380,287747
7792900000251,180849
7790150411391,287901
7790150497081,286615
7794000006140,290478
7790150420331,287902
7790150532706,286784
7790150470350,286607
7790150480243,286609
7790150440360,287760
7794000006119,290480
7790150406953,286604
7790150465479,294501
7790150545287,287900
7790150490471,286611
7790150540336,286086
7790150532607,286783
7790150570371,286089
7790150532508,286782
7790580135737,292295
7790150532300,286780
7790150436080,287904
7790150573280,287759
7790150531181,290295
7790150535394,288893
7790598000140,108618
7790598000010,154369
7790598091742,190906
7790150497272,286616
7790598015090,126551
7790580136734,292292
7790598000133,108596
7790598091162,226286
7793360124945,278336
7790598000331,114243
7790598010064,107158
7790598000430,148113
7790598010217,130753
7790598012136,130761
7790598021701,187844
7791866001364,851019
7791866001203,136239
7798146138178,275049
7791866003283,101663
7794000006072,289525
7891132001705,316960
7794000006058,289526
7791620187662,312596
7794000006553,293230
7790580135454,290441
7792180142009,310233
7798146138857,294358
7790580135430,290439
7791866004211,199120
7791620187686,312597
7794000004917,285901
7790150432440,286961
7794000004887,285896
7792900990699,322564
7790150437803,285508
7794000004931,285903
7790150433430,285514
7790150438305,287009
7891132011018,316952
7891132012015,316953
7791004000099,179051
7791004000051,179060
7791004000839,280580
7790072001014,109681
7793433000497,100774
7791004000822,280581
7792900000428,186021
7790150550465,286962
7792900000138,880523
7790580136239,292294
7790598000355,110981
7790150556740,294505
7790580136116,294792
7790598012600,131040
7790598012617,131024
7794000006164,292719
7791866000480,199119
7790150445365,286606
7791620187693,312593
7792900990774,322359
7798146139045,285264
7793360123474,275504
7798146139052,285265
7790150445396,286620
7790580136215,292298
7798146139038,285262
7891132001682,316958
7891132001675,316956
7798146138963,285258
7891132001699,316959
7792900093246,125248
7891132001668,316957
7790139003173,696239
7792900092980,125250
7790139003166,437502
7790139101145,294219
7790139101183,294222
7790070431486,309232
7791120031557,145157
7790070431448,312233
7790503199112,290916
7790070431493,309233
7790503199105,290917
7791120098888,265520
7790503000081,195768
7790503000265,265665
7798334587078,295978
7790070432261,309950
7792180139573,298785
7798334587030,295945
7790070432254,309951
7798334587061,295946
7793433000640,274034
7793433000688,274044
7790150611074,287906
7793433000671,274036
7790580131364,290487
7793360129957,282061
7793360129940,282060
7792750000937,101613
7790748266167,100862
7798262020104,309740
7891167831100,101130
7798262020043,309738
7798132920435,284729
7790360720115,139190
7790360720382,139130
7790360720122,117137
7792540294607,277478
7794940000550,153512
7792540293754,273972
7790580567903,854964
8445290559975,299265
7790170903692,288887
7790170903654,288885
7790150080825,288882
8445291082212,310695
7790150100806,286375
7790150100462,286076
7613036312752,271510
7790150161227,287922
7790150101476,286080
7790150100783,286078
7891000108819,242409
7613035379213,259524
7790550011290,286528
7790150161401,287928
7791118000503,240361
7790070933645,227139
7790150110386,289594
7790550000157,101079
7790150006320,285074
7790550022456,293917
7790787153664,101495
7792129004559,282535
7794940000765,248591
7794940000857,259158
7622201761288,226274
7790490998019,285000
7799086000266,290040
7622300829728,219280
7790040142985,309274
7790040139657,292473
7891000379073,299969
7622201808860,283897
7790040139176,294176
7622201735319,286194
7790040133242,282679
7891962032306,163757
7790263119665,294364
7798181511004,308704
7793450000364,453457
7798125811023,295927
7790040132955,282355
7795735000328,931241
7795735000342,931268
7792180006455,250602
7792200000777,873381
7793360131554,287692
7792260639689,112616
7793046008477,129753
7798125810521,708071
7790387800142,283925
7790150331088,283867
7790150250150,291047
7790150240175,291045
7790150350171,283868
7790150250525,291592
7790170924642,286366
7790150240427,298043
7792280000360,103361
7790387800159,283926
7790150250327,194183
7790387800173,286955
7792710000182,212169
7790710334603,285499
7790170926646,286368
7793704000928,281332
7793704000881,274292
7790070509109,288789
7790387015317,280974
7790387800197,294877
7792280005693,288186
7792280005686,288177
7790387014624,280973
7790387014617,284479
7790387013498,282143
7790411001514,220870
7790387014143,288867
7622300202859,163312
7790710334597,233036
7790070418203,284535
7790580199913,155035
7790580607418,178542
7790580105013,244925
7622201812744,284436
7622210745620,271351
7792860007963,215726
7790580033408,172994
7790580132958,312467
7790070320025,242053
7790199000051,276234
7790070336361,296575
7790199000020,939048
7792180136657,281075
7799037060332,294866
7792180004901,220014
7799037145145,294867
7790070317452,192378
7793890259087,713492
7793890259025,713285
7793890258998,713283
7793890259605,714497
7891962060460,281041
7622201820473,296343
7622201819699,296338
7792180139610,286731
7891962060453,281040
7790070431318,294755
7790199604198,296320
7790199604181,296319
7622201704643,296321
7790070431332,294757
7622201706029,296331
7622201705107,296326
7790580134327,284489
7792180009074,706006
7898024394181,131673
7790580131487,284493
7898024395232,238672
7790580133344,285108
7790580133641,284490
7622201705480,296332
7790150460474,287746
7790580131470,284494
7790310985526,299346
7798151953377,299113
7790310985434,299338
7790310983553,313850
7794000006911,294596
7794000005822,289559
7794000005839,289560
7790150440483,290296
8445290702234,299263
7790150440131,290298
7794000006928,294589
7795323002420,238840
7794000005853,289561
7500435228770,307799
7500435228763,307798
7795323775225,714316
7790250042068,309748
7790010002943,186618
7794626012952,307898
7790250042082,309750
7790250042075,309749
7794626012945,307897
7790250040798,310943
7794626013294,308052
7794626012839,307895
7794626013386,307370
7794626013287,308051
7794626013300,308053
7794626012846,307896
7790250042051,309747
7790250040774,310941
7790250040781,310942
7798350081260,307365
4015400763697,306448
7794626011023,305875
7798350081284,307364
7794626011047,305876
7794626011092,305877
7798350082328,307363
7794626013362,307371
7790064104808,305591
7891136057029,217463
7790950000160,110728
7790950140859,282958
7790950134100,266603
7790950610574,270190
7792410532426,296743
7792410523165,293028
7790290101473,278547
7790290101459,279246
7790950202823,238707
7790950202816,238706
7791200000619,266606
7790290001179,111333
7790290101602,118460
7790139002879,157174
7790290101527,280858
7792410522717,284925
7792410532181,296746
5000267024011,191655
5000281015248,285548
7891050004741,296744
7791250002243,997546
7501035010109,169978
5000299618417,280894
7312040017683,295362
5010106113073,290665
5011007003005,290663
7792410523806,296747
7790290101657,286329
7312040350056,296733
7791250003097,290725
7792410532167,296745
7792410533102,310044
7791200200583,266611
7792410527903,945986
7792410527880,296748
7792798012770,293951
7792410008006,112461
7791200200606,281767
5000291023462,285549
5000267165806,313140
7792410504324,199927
7792410008105,112453
7792410008365,135488
7790260013300,170801
7790260013065,103519
7794068000142,442987
6001495062508,117963
7790260016011,138819
7794068000111,255925
7792410008051,102792
7790260002076,109347
7792410008259,104086
7790260013256,152618
5000281003160,102768
7792410134729,231414
7794068001057,442988
7790260013287,103497
7792798003709,874140
7792798007387,254034
7792798003716,130039
7792798010578,103844
7793147001025,311056
7792798002351,275348
7793147009137,153488
7792798010882,286453
7792798007493,254040
7793147000899,309173
7793147570743,274468
7792798992317,272770
7792798007400,254036
7792798002399,275349
7792798002115,271778
7793147001056,262097
7792798013678,298910
7793147000752,309160
7793147571689,311048
7792798013487,309344
7792798002757,276101
7793147009199,309172
7792798001316,266266
7802100003270,311044
7792798002122,271781
7793147118860,309177
7792798001972,269513
7793147572723,309163
7793147001742,266567
7792798009107,280553
7792798001965,272974
7793147118822,311490
7792798010615,265803
7793147570927,311045
7792798012923,150380
7792798005888,851132
7792798013388,298863
7793147572846,309170
7793147570866,697282
7802107000876,311038
7790717152026,142388
7798074864910,299947
7792798999866,271782
7792798002320,272769
7792798010639,280603
7790975000046,156167
7790975000022,144991
7791560040126,127439
7790975000152,111155
7791203003433,293999
7790975198613,283378
7790975198675,283400
7790975198712,283406
7791670027611,309139
7790975198699,283411
7791670027604,309136
7791560132838,268358
7795933703236,104000
7790717001195,696446
7790975194417,157302
7790314079726,308255
7790093132728,153982
7790703205224,298966
7791728247091,110260
7798108834155,296540
7791843008317,234124
7790240041880,130921
7792319972224,281604
7790070760623,309814
7790703204982,298967
7790314003233,291567
7797942006957,309472
7791203003365,293995
7798162677576,316281
7792319972248,281606
7791843008294,232176
7798353194653,313546
7790093521782,282020
7791203003389,293998
7791728247114,290368
7798074864798,296532
7797942006933,309471
7794450090492,437089
7790070760722,308723
7790070760562,299270
7798074865313,299937
7790703204968,298968
7791843023471,318072
7794450000149,198732
7791843008935,236424
7790189021028,107898
7790240002010,175765
7798108833950,296762
7794450000781,169288
7794450088581,438414
7797942007046,309462
7791843008911,236425
7791540049910,280741
7798123971309,317199
7791250000997,198830
7790240041460,112147
7790240042092,696283
7790704167644,437388
7798099599200,155275
7790577001663,101717
7791250000935,198826
7797942007022,309464
7794450090713,437613
7790070760821,298529
7792319972774,122372
7791540047862,245492
7791250001017,198831
7792319972231,281605
7790240094459,199756
7791203000142,863815
7791670027482,312415
7794450090096,437275
7790704167637,150303
7791670027857,319272
7792870019918,247099
7792319971111,296497
7790168904403,311067
7798108834094,291054
7790717152002,134277
7791540044519,199783
7798108834032,296770
7791728002690,247115
7798108834117,296763
7790168904434,311068
7790168904328,309152
7790168903925,289829
7790168903833,289830
7790577001151,225365
7791728021301,437850
7790240017045,178004
7798051300189,151857
7794450090959,150788
7790577002165,109839
7794450941251,276076
7792319972712,308225
7790577039659,110594
7798099592546,254667
7790945006771,311477
7791728001075,458334
7790577001571,850926
7798039590625,286542
7798108833066,281101
7791333000029,885410
7790805012027,104017
7791093000017,103446
7790717152019,134278
7798051300202,151859
7790975001487,199923
7790093521775,282019
7790805120043,132524
7790577039949,156849
7794450004239,245199
7798108834193,296542
7798123970296,317202
7790577002424,110593
7798141877058,268783
7790577039987,156851
7798107410497,263262
7790577041515,251279
7790189000177,103496
7798039599246,296357
7790577000024,103560
7798348711278,298647
7794450008282,442074
7794450008275,442073
7798078238038,267602
7798078238021,267601
7798078238120,299809
7790945007051,311485
7790314010200,262891
7798162670713,316275
7792319972675,299675
7798108833080,281102
7790577039628,134646
7790945006849,311482
7798162670706,316276
7798162671864,316282
7791843023495,318062
7798162679747,316283
7798162671673,316278
7794450000972,312442
7798159560232,319083
7790950128444,221636
7790950133288,250569
7790950133325,250563
7790950003420,150377
7790950133257,250567
7790950133271,250527
7790950128468,221637
7790950139273,281626
7790950135992,267213
7790950133356,250566
7790950141610,282532
7790950133332,250564
7790950001969,127426
7790895003882,228519
7795930000543,267315
7799155000197,311061
7792931000039,132870
7795930000550,269099
7790950141030,282533
7792931000015,171460
7792799000097,122688
7790315000149,177588
7799155000135,309827
7798062547559,995215
7790895647642,286312
7792799000059,107492
7790895647666,286313
7792799000905,222095
7791813423911,185571
7792931000022,190535
7798062540284,147533
7798062541014,175958
7791813421917,185570
7798062540291,147534
7791813421603,117160
7790895640490,141770
7791813423591,146961
7790895003288,216456
7790315000880,258690
7798062548648,105966
7798062548709,103712
7790315001054,223195
7790895000218,117838
7798062548679,100826
7798062540253,147009
7790315001085,223196
7790895000782,191116
7790315000934,270568
7790895067617,133673
7790895067532,113702
7790895000232,103764
7790315000910,270566
7790315001047,223194
7790895067556,113501
7790895006418,933112
7790895067587,290036
7790895000430,109436
7790895064128,108224
7790895006111,103337
7790895000331,117978
7790895068164,147723
7790895005312,106024
7790895005374,102406
7791813777021,124672
7790895002601,696488
7790895002304,162356
7790895000447,142492
7790895064173,101347
7790895000829,191124
7791813421382,179574
7790895010088,259164
7790895003202,275343
7790895010095,271823
7790895006715,126616
7791813800774,280825
7792170110575,160618
7790895648571,299035
7790895006104,234115
7790895006029,234138
7792170110704,177050
7790895641183,184991
7791813421368,105589
7790895010064,259259
7792170042005,113177
7622201702656,293975
7792170042029,259609
7622201703080,284852
7622201705992,284869
7622201703110,293972
7790580129965,286548
7792170042258,116385
7622201735340,294291
7792170110568,160617
7622201735746,294294
7622201703141,293971
7622201705961,294290
7622201735715,294293
7798290580120,698022
7622201735371,284371
7790895643835,272940
7798290580090,698021
7790895643842,244994
7790895643866,272942
7790895009815,264088
7790895647123,118526
7790895641800,232908
7622201745707,294296
7790895000737,171163
7790580132774,286544
7790895009846,265615
7798324540038,286337
7790895641534,232911
7790742141309,707479
7790742014122,714486
7790742142009,714485
7798161722253,287617
7798324540069,295360
7798324540083,295357
7790742141101,707566
7790742141903,708938
7790742011701,707609
7798060850101,713687
7501059240605,191287
7791337007260,713665
8445290900654,309661
7791337007253,713666
7791337008403,714796
7791337008410,714795
7793913000337,186918
7790787172566,770540
7790742358608,710007
7790742363107,714117
7790787002672,258302
7794820902967,710617
7790742363206,714118
7794820903100,714703
7790742363008,713868
7791620187822,714661
7790742192301,712697
7793913001822,230420
7798060850026,707649
7790787002528,770523
7790398100088,163613
7791620187778,714667
7793940052002,102956
7793940054006,709115
7798060850019,713237
7791620187761,714665
7791620187839,714662
7790398100071,135722
7791620187754,714668
7791620187815,714663
7798344910279,706550
7790787960668,715133
7798060853041,714882
7798344910286,706551
7794990879557,163614
7791337008458,714793
7791337008472,714823
7791337008106,714785
7793913013450,713470
7791337008113,714766
7793913013474,713471
7790787087204,704310
7790787087181,700930
7794990879656,163617
7798114470057,717565
7798060852945,713151
7798060852990,713681
7790742373205,710152
7798114470231,717573
7790742324108,713605
7790742324009,713604
7798001562261,717496
7794990878925,704929
7790742373304,710153
7790742373908,710233
7791337061361,714609
7791337061385,714579
7794990878932,704930
7791337061439,714587
7790742321701,710144
7791564012495,725633
7791564012488,725625
7798060853034,713682
7791337061422,714580
7790742321800,710145
7791564012501,725641
7791564013355,785814
7794990879663,163618
7793913013627,713824
7798060853010,713683
7793913013610,713823
7794990878888,704927
7793913013719,714115
7794990879823,190574
7794990000012,157229
7793913013726,714116
7790244941582,715021
7793913013634,713825
7793913013412,714599
7793913001013,155315
7793913013207,710684
7798060853072,714840
7793913013641,713826
7791337008243,714582
7794820903056,714647
7793913013214,710683
7791337008229,714583
7794990879526,122054
7791337007185,714164
7794820902899,714370
7791337007192,714355
7794820902714,713653
7794820902264,710943
7794820902257,711221
7793913013603,713462
7793913013573,713461
7793913013580,713460
7790787960552,714686
7790742665027,714913
7793913013375,715137
7791337008267,714586
7790787960521,714683
7790787960538,714684
7794820902240,711220
7790787960569,714687
7790787960514,714681
7794820902905,714371
7798136870682,717114
7798136870675,714756
7793913013771,714563
7793913013757,714560
7798136870613,714752
7793913013788,714559
7793913013252,710781
7790787960477,714549
7794820902837,714469
7790787960330,714552
7794820902844,714468
7794820902165,711230
7793913013764,714562
7790787110551,701681
7793913013795,714561
7793913013702,714111
7798136870705,714761
7790787035007,714551
7791337008212,714708
7791337007864,713453
7793913013566,713468
7798136870545,714749
7791337007604,714252
7798136870606,717112
7794820902790,714466
7791337007161,714263
7791337007598,714253
7791337007611,714215
7793913013542,713467
7793913013689,716439
7790787004478,707551
7790787960446,714547
7790787110520,947520
7790813444469,700059
7790813110401,700584
7790787960453,714546
7790787110513,947512
7798018851211,708975
7790813900989,134933
7798018850566,137463
7790079022111,710231
7790079021374,710235
7794440994663,295176
7794321882010,274064
7896001001671,284702
7790560002165,315026
7790560001762,312799
7794440007042,154595
7790773003010,102301
7790773003300,102303
7790900002657,199336
7794440017133,227300
7896001001008,284704
7794440994205,284699
7794440994212,284698
7793253092276,191974
7794440994199,284701
7794440003341,144149
7794440045921,353957
7793253385712,129607
7793253038526,166060
7794440045938,353965
7794440002399,134066
7793253386160,437475
7793253000349,223169
7794440003440,275030
7794440045914,353949
7794440000210,237275
7794440000104,195470
7794440003303,861820
7794440003310,108057
7794440994229,316650
7896001004528,284719
7790560001113,135536
7798008381513,194774
7798008381537,243835
7793253000523,254409
7794440005345,878316
7798008381520,194775
7896001004870,310848
7798008381506,194773
7793253000509,232331
7791290792951,309292
7790560000802,445737
7794440005109,952648
7790560003803,150273
7793253000516,232330
7896001001268,284707
7896001012516,310850
7794440007189,222303
7790520995971,286382
7794440000203,237276
7798184586139,318293
7793253004248,282613
7790520996015,286386
7790520995964,286381
7790520996138,286458
7790520996169,286461
7793253004262,282615
7790520996077,286391
7790520996053,286390
7790520996008,286385
7790520996237,286403
7793253004323,283119
7790520996022,290608
7790520995988,286383
7790520019820,261985
7793253002299,264188
7793253004255,282614
7790520019868,261987
7790520997708,291715
7790520999498,299476
7790520996220,290611
7790520019851,261986
7790520996145,286459
7790520999573,299475
7501058766540,319269
7793253001551,254502
7793253170622,223602
7790520999511,299477
7790520996039,286387
7793253005054,286297
7791905004141,311887
7791905023197,311889
7791905004134,311888
7790520995308,250822
7793253005238,287314
7790520989932,286332
7793253004729,284922
7790520025746,308970
7790520025777,308967
7790520025869,299484
7790520997654,293967
7790520508607,165285
7790520995360,282587
7790520025845,308966
7790520009746,233481
7790520997432,287596
7790520025715,291087
7790520025722,308969
7790520009494,233487
7791274200274,315336
7790520025395,292530
7790132098459,139874
7798184581059,266598
7790520998958,294019
7798131250380,299266
7793253003234,279930
7791905023210,311858
7791905023203,311857
7793253003807,286412
7793253003746,282763
7793253002589,266621
7793253003715,282762
7798131250502,299268
6001298008123,205240
7790117000200,176478
7790117000231,176508
7790117061843,284321
7790117061836,284341
7790117061850,284322
7794321550209,256888
7790117000033,104574
7794321801172,275851
7791290794054,289628
7791290794115,289632
7794321001770,256892
7791290794276,296508
7791290794061,289631
7791290794078,316435
7805000321970,292185
7790990999868,284425
7790773034014,213447
7791130963312,322437
7790773034915,213448
7790900006617,276325
7790773034021,213443
7790773034502,213450
7791290794221,289622
7791130002752,258943
7791290793804,308670
7790520998927,291645
7790520998842,288855
7791290793378,309422
7791290793781,308669
7790520998903,290551
7793253003579,282253
7793253005313,287312
7790520998880,290552
7790520010308,245469
7791905004387,311872
7793253003593,282255
7790520018618,249158
7791905004363,311874
7791130001212,114028
7790520018656,239055
7896001002500,284712
7794440007127,222304
7791290793453,294326
7790990001813,292431
7791290792104,290062
7790990001776,292434
7791190000088,279763
7791290793545,292989
7791290792159,290065
7790990002230,298687
7791290792067,290058
7790990002278,298686
7791290792012,290067
7791290794306,296506
7791130001649,266879
7791290794283,299465
7798131250519,282578
7790990001851,299538
7791290794313,296509
7791290794290,296507
7791290795280,308666
7791905003366,311878
7793253099060,163462
7791290795297,308667
7793253003272,280803
7793253098766,141463
7793253003050,280928
7793253003289,280805
7793253098803,141460
7793253003296,280806
7793253098711,166058
7798279510544,282125
7793253001186,239347
7793253003241,279929
7793253401030,225820
7501058753441,193457
7793253003265,279711
7793253003258,279931
7702626214832,265337
7793253004774,284918
7791130002240,244630
7791130002271,244629
7793253001162,239346
7793253003425,282595
7791130001762,231066
7891035040276,271342
7793253002565,266623
7891150000971,294328
7791290793583,294329
7791290793675,294338
7506195143834,277602
7798131250038,436547
7506195143858,284985
7793253005283,287313
7791130681421,246809
7790520992574,286405
7791130681391,244506
7791905000921,311884
7791130681438,246810
7793253300081,117528
7790520010285,245467
7790520006479,265541
7790520014863,253809
7793253002534,254413
7790520020819,260179
7790520010506,239060
7793253002527,254412
7790520024510,271436
7790520992710,280918
7791130003582,265340
7793350000402,178938
7793350000891,178937
7793350102304,266627
7793350992950,162412
7793350000907,266853
7791130001687,231075
7790520995650,282755
7790520995605,282554
7790613071544,269428
7793350000433,178940
7790613071537,269427
7790613071520,269426
7790613071100,696434
7790613071087,128609
7791130683524,244477
7793253003548,281705
7791130683791,244494
7790520995667,282556
7793253003456,282602
7790520024954,278081
7791130683777,244489
7793253003951,282611
7791130683784,244492
7793253004705,284923
7798184581332,276064
7790520024947,278425
7793253003524,281708
7791130683678,244483
7793253003470,282603
7793253000905,234012
7791130683852,244498
7790520993045,285972
7791290793361,292987
7791130683876,244500
7798184581738,282885
7791130683685,244485
7798131250212,279992
7798184581097,276066
7791130683869,244499
7791290792777,291578
7791130962230,294025
7791130962254,284837
7791130683531,244479
7791290792753,291577
7791290792760,291581
7790520028709,308961
7791290792784,291580
7790520028723,308963
7791290795471,309289
7791290795464,309288
7790250054962,312656
7790250054344,311462
7793344000456,303400
7790250026105,308826
7793344904990,171787
7791828000046,313120
7793344009206,274000
7791828900377,313119
7793344009305,280875
7793344009237,280053
7790250023845,308823
7791828000428,313118
7793344009633,278117
7791828000442,313116
7793344902057,805688
8445290584984,299565
7790250056980,240701
8445290585004,299566
7797453972291,277740
7797453972345,277743
7797453972406,277739
7797453000413,185888
7797453000543,198273
7791416001318,130730
7797453971751,216528
8445290926722,309684
7791416078518,280963
7797453973090,287826
7891000115695,274086
7797453001526,264587
7797453972499,281513
7797453971799,273630
7797453972505,285695
7797453971836,273622
7791293050355,309293
7791293047508,306697
7797453971881,273623
7791293047515,306701
7791293045948,307539
7509552876482,308023
7500435202732,307965
7500435230018,308240
7791293049755,309423
7790740000363,306662
7509552902341,308004
7791293046433,307542
7791293047072,306689
7509552902358,308003
7790740000318,306656
7791293046464,307543
7509552791280,307454
7791293047522,306699
7791293045931,307538
7798140257745,308175
7791293050423,309299
7509552791457,307453
7790740000349,306660
7790740000486,306930
7791293045856,307532
7509552902891,308007
7791293047492,306704
7791293047058,306692
7791293045955,307583
7509552874099,307330
7509552902440,308154
7509552903416,312775
7509552920871,309654
7509552903423,308006
7791293049762,309424
7509552876536,308162
7500435106412,259309
7791293046013,307549
7791293045863,307533
7500435147569,304924
7509552816204,307163
7509552874068,307328
7509552840353,306490
7509552902365,308002
7798140257752,308174
7790740001421,308259
7509552902433,308155
7792640007718,310206
7792640001167,399256
7791293045979,307541
7500435147507,304919
7509552876420,308022
7791293046440,311767
7792640008111,298242
7509552790160,307012
7790740000325,306658
7500435147583,305015
7790740608217,305765
7791293027876,232197
7500435230117,307969
7791293045962,307540
7791293045986,307546
7791293045993,307547
7509552844405,307961
7509552874129,307332
7791293050447,309921
7798140256755,307252
7798140256731,307245
7798140256793,307250
7509552876550,308024
7798140256656,307244
7791293046020,307584
7791293050379,309295
7500435106382,259303
7798140256670,307251
7509552836554,306492
